response_id,submitted_at,program,school,volunteer_name,volunteer_email,employer,role_this_year,q1_overall_satisfaction,q2_would_recommend,q3_felt_prepared,q4_volunteer_again,q5_what_went_well,q6_what_could_improve,q7_anything_else,opt_in_contact
JA-24347,2026-03-29T13:34,JA Finance Park,Northrop HS,Priya Quintero,priya.quintero@cardinal.com,Cardinal Trust Bank,Career Speaker,4,4,3,Yes,The materials were clear.,The materials arrived late and I had to improvise the first hour.,Would think about it if there were a shorter commitment option.,Yes
JA-24348,2026-01-13T09:52,JA in a Day,Woodside MS,Simone Quintero,simone.quintero@allen.com,Allen Mutual Insurance,Site Lead,3,3,3,,The materials were clear.,Fine.,Wonderful. Thank you for the opportunity.,Yes
JA-24349,2025-12-08T07:22,JA Company Program,Leo JR/SR HS,Tomas Boone,tomas.boone@wabash.com,Wabash Valley Energy,Career Speaker,5,5,5,Maybe,,Fine.,Please add me to your speaker list - I can do a career day at any school.,Yes
JA-24350,2026-01-07T19:02,JA Finance Park,Memorial Park MS,Yolanda Gutierrez,yolanda.gutierrez@northgate.com,Northgate Logistics,Event Volunteer,4,3,3,Yes,The students were engaged.,I never received the training link. Had to wing it.,Very impressed with the organization and the materials.,Yes
JA-24351,2025-11-25T15:51,JA Career Speaker Series,Woodside MS,Lucia Yeager,lucia.yeager@northgate.com,Northgate Logistics,Event Volunteer,5,3,5,No,The students were engaged.,Nothing to add,Fine.,Yes
JA-24352,2025-11-22T14:02,JA Company Program,Homestead HS,Reggie Yeager,reggie.yeager@kestrel.com,Kestrel Engineering,Board/Committee Prospect,3,3,1,No,The students were engaged.,Fine.,Classroom management was a struggle and I did not feel supported.,Yes
JA-24353,2025-12-10T21:15,JA Company Program,Leo JR/SR HS,Colin Petrosyan,colin.petrosyan@allen.com,Allen Mutual Insurance,Classroom Volunteer,3,4,3,Yes,,More time with the students.,Loved it. The curriculum was excellent and easy to follow.,Yes
JA-24354,2026-03-26T11:37,JA in a Day,Northrop HS,Tomas Chandra,tomas.chandra@allen.com,Allen Mutual Insurance,Board/Committee Prospect,5,5,5,Maybe,Staff support was excellent.,More time with the students.,Best volunteer experience I've had in years.,Yes
JA-24355,2025-11-07T07:13,JA Company Program,Carroll MS,Aisha Chandra,aisha.chandra@summit.com,Summit Financial Group,Board/Committee Prospect,1,3,1,,The materials were clear.,Too much content for the time allotted. Felt rushed the whole time.,Too much content for the time allotted. Felt rushed the whole time.,Yes
JA-24356,2026-05-13T10:02,JA BizTown,Homestead HS,Reggie Ellsworth,reggie.ellsworth@three.com,Three Rivers Credit Union,Site Lead,5,5,5,,Loved the hands-on parts.,None,-,
JA-24357,2026-01-14T08:51,JA BizTown,Snider HS,Erin Fowler,erin.fowler@foundry.com,Foundry Digital Agency,Board/Committee Prospect,4,5,2,,Good structure.,I never received the training link. Had to wing it.,Fine.,
JA-24358,2026-05-03T11:23,JA Company Program,Leo JR/SR HS,Pierre Nunez,pierre.nunez@harrison.com,Harrison & Locke LLP,Event Volunteer,5,5,4,Yes,The materials were clear.,Classroom management was a struggle and I did not feel supported.,Please add me to your speaker list - I can do a career day at any school.,
JA-24359,2026-02-22T11:23,JA BizTown,Homestead HS,Marcus Kowalski,marcus.kowalski@cardinal.com,Cardinal Trust Bank,Board/Committee Prospect,3,4,3,,The students were engaged.,The materials arrived late and I had to improvise the first hour.,"Depends on work, but keep me on the email list.",
JA-24360,2025-11-21T17:42,JA Inspire,Homestead HS,Nate Marsh,nate.marsh@harrison.com,Harrison & Locke LLP,Site Lead,3,3,4,Maybe,The students were engaged.,Good program.,"Possibly next year, depending on my travel schedule.",No
JA-24361,2025-11-28T14:49,JA Inspire,Jefferson MS,Colin Reyes,colin.reyes@kestrel.com,Kestrel Engineering,Board/Committee Prospect,5,4,5,,The materials were clear.,Too much content for the time allotted. Felt rushed the whole time.,"If you're ever short someone last minute, I might be able to fill in.",Yes
JA-24362,2026-03-16T11:00,JA in a Day,Homestead HS,Devon Gutierrez,devon.gutierrez@wabash.com,Wabash Valley Energy,Classroom Volunteer,4,5,3,Yes,The students were engaged.,Good program.,I chair our United Way campaign and would like to discuss a larger partnership.,Yes
JA-24363,2026-03-27T10:57,JA Inspire,Wayne HS,Simone Ashby,simone.ashby@northgate.com,Northgate Logistics,Event Volunteer,4,5,3,,Loved the hands-on parts.,I never received the training link. Had to wing it.,Put me down for all three sessions next year. This is the best thing we do.,
JA-24364,2026-02-01T08:53,JA Inspire,Northrop HS,Wes Fowler,wes.fowler@maplewood.com,Maplewood Health Partners,Event Volunteer,5,3,2,,Good structure.,Nothing - it was well organized.,I had a lot of fun and I think the students got a lot out of it.,No
JA-24365,2026-04-29T16:08,JA in a Day,Blackhawk MS,Ibrahim Finnegan,ibrahim.finnegan@maplewood.com,Maplewood Health Partners,Board/Committee Prospect,4,3,3,,Staff support was excellent.,I was scheduled for a grade level I wasn't prepared for.,What a great day. The students asked wonderful questions.,Yes
JA-24366,2026-06-27T21:45,JA BizTown,Blackhawk MS,Hana Ellsworth,hana.ellsworth@summit.com,Summit Financial Group,Career Speaker,3,5,5,Yes,Loved the hands-on parts.,Good program.,Excellent experience from start to finish.,Yes
JA-24367,2025-12-13T21:41,JA Career Speaker Series,Jefferson MS,Reggie Brennan,reggie.brennan@cardinal.com,Cardinal Trust Bank,Career Speaker,4,4,5,No,Good structure.,More time with the students.,,No
JA-24368,2026-05-05T19:51,JA BizTown,Snider HS,Erin Chandra,erin.chandra@summit.com,Summit Financial Group,Site Lead,3,4,5,Maybe,Loved the hands-on parts.,No comment,"If you're ever short someone last minute, I might be able to fill in.",Yes
JA-24369,2026-06-23T11:51,JA Inspire,Leo JR/SR HS,Owen Vasquez,owen.vasquez@bluffton.com,Bluffton Steel Works,Site Lead,4,5,5,Yes,,None,Is there a way to get involved beyond the classroom? I have the time and I'd like to help.,
JA-24370,2026-04-15T18:16,JA BizTown,Wayne HS,Sasha Quintero,sasha.quintero@maplewood.com,Maplewood Health Partners,Event Volunteer,3,3,2,Maybe,,The materials arrived late and I had to improvise the first hour.,"Great program, great kids, great day all around.",
JA-24371,2026-02-01T15:26,JA Company Program,Carroll MS,Lucia Ellsworth,lucia.ellsworth@cardinal.com,Cardinal Trust Bank,Event Volunteer,5,4,2,Maybe,The materials were clear.,I was scheduled for a grade level I wasn't prepared for.,Loved it. The curriculum was excellent and easy to follow.,Yes
JA-24372,2026-05-09T19:55,JA Career Speaker Series,Lakeside MS,Tomas Alvarez,tomas.alvarez@northgate.com,Northgate Logistics,Career Speaker,4,5,4,Yes,Good structure.,I was scheduled for a grade level I wasn't prepared for.,Wonderful. Thank you for the opportunity.,
JA-24373,2026-01-18T08:15,JA Finance Park,Carroll MS,Devon Alvarez,devon.alvarez@maplewood.com,Maplewood Health Partners,Classroom Volunteer,5,4,4,,The materials were clear.,None,Good program.,Yes
JA-24374,2026-01-25T14:38,JA BizTown,Homestead HS,Andre Okafor,andre.okafor@allen.com,Allen Mutual Insurance,Event Volunteer,3,5,4,No,Good structure.,Good program.,,Yes
JA-24375,2026-01-06T18:06,JA in a Day,Shawnee MS,Yolanda Castellano,yolanda.castellano@three.com,Three Rivers Credit Union,Site Lead,4,5,3,Yes,The materials were clear.,Nothing - it was well organized.,I'd like to bring this program to my daughter's school. Can we talk?,Yes
JA-24376,2026-04-09T19:06,JA Career Speaker Series,Lakeside MS,Miles Petrosyan,miles.petrosyan@three.com,Three Rivers Credit Union,Classroom Volunteer,4,3,4,,Loved the hands-on parts.,Nothing to add,Fine.,Yes
JA-24377,2026-04-03T12:14,JA Career Speaker Series,Homestead HS,Renee Boone,renee.boone@ridgeline.com,Ridgeline Manufacturing,Board/Committee Prospect,5,5,3,Maybe,Good structure.,More time with the students.,I'd like to do more than one classroom next time. Please reach out in August.,Yes
JA-24378,2026-01-15T20:15,JA BizTown,Leo JR/SR HS,Lucia Nunez,lucia.nunez@bluffton.com,Bluffton Steel Works,Event Volunteer,4,5,5,Yes,Staff support was excellent.,"More prep time would help. That said, put me down for next fall.",Really well run. Thank you for everything you do.,
JA-24379,2026-02-06T19:23,JA in a Day,Jefferson MS,Mei Zabel,mei.zabel@wabash.com,Wabash Valley Energy,Event Volunteer,3,2,3,No,Staff support was excellent.,Nothing - it was well organized.,Classroom management was a struggle and I did not feel supported.,Yes
JA-24380,2026-06-01T17:08,JA Career Speaker Series,Memorial Park MS,Reggie Boone,reggie.boone@ridgeline.com,Ridgeline Manufacturing,Board/Committee Prospect,3,4,5,Maybe,The materials were clear.,I was scheduled for a grade level I wasn't prepared for.,Fantastic program. The kids were so engaged the entire time.,
JA-24381,2025-09-03T18:55,JA Company Program,Homestead HS,Ibrahim Lindqvist,ibrahim.lindqvist@summit.com,Summit Financial Group,Site Lead,4,5,4,Maybe,Good structure.,Good,This was such a rewarding experience. The students were wonderful.,Yes
JA-24382,2026-03-21T08:18,JA Company Program,Wayne HS,Jordan Brennan,jordan.brennan@northgate.com,Northgate Logistics,Site Lead,3,5,5,,Loved the hands-on parts.,I never received the training link. Had to wing it.,No comment,Yes
JA-24383,2026-06-22T13:41,JA Career Speaker Series,Lakeside MS,Greta Sandoval,greta.sandoval@foundry.com,Foundry Digital Agency,Board/Committee Prospect,3,5,5,Maybe,Staff support was excellent.,Nothing to add,Good program.,Yes
JA-24384,2026-04-05T13:39,JA Career Speaker Series,Shawnee MS,Jordan Okafor,jordan.okafor@northgate.com,Northgate Logistics,Site Lead,4,5,5,Maybe,Loved the hands-on parts.,I was scheduled for a grade level I wasn't prepared for.,"Possibly next year, depending on my travel schedule.",Yes
